year,month,crop_type,soil_type,region,season,rainfall_mm,farmer_land_size_acres,pest_pressure,soil_fertility,crop_stage,previous_input_usage
2022,7,Tomato,Laterite,Andhra Pradesh,Kharif,1993.9,17.78,Medium,Medium,Harvest,Mancozeb
2022,6,Tomato,Sandy,Assam,Kharif,1472.04,16.96,Low,Medium,Harvest,Mancozeb
2017,7,Potato,Alluvial,Uttar Pradesh,Kharif,1588.42,18.39,High,Medium,Sowing,Mancozeb
2016,4,Potato,Red,Bihar,Zaid,1598.49,11.34,Medium,High,Sowing,Mancozeb
2024,10,Tomato,Red,West Bengal,Kharif,1235.27,15.42,Medium,Medium,Sowing,Mancozeb
2020,12,Tomato,Black,Andhra Pradesh,Rabi,885.27,1.75,High,High,Sowing,Mancozeb
2018,3,Tomato,Sandy,Uttar Pradesh,Rabi,1241.37,4.56,Low,Medium,Harvest,Mancozeb
2024,9,Potato,Black,West Bengal,Kharif,990.72,8.02,High,Low,Growth,Mancozeb
2021,9,Tomato,Black,Madhya Pradesh,Kharif,1500.1,15.75,Medium,Medium,Sowing,Mancozeb
2017,10,Tomato,Laterite,Rajasthan,Kharif,1891.06,20.0,Low,High,Growth,Mancozeb
2022,8,Tomato,Alluvial,Uttar Pradesh,Kharif,1174.93,4.99,Low,Low,Sowing,Mancozeb
2019,8,Tomato,Sandy,Telangana,Kharif,1532.21,7.52,Medium,Low,Growth,Mancozeb
2022,10,Tomato,Alluvial,Jharkhand,Kharif,1635.65,13.88,Medium,Low,Sowing,Mancozeb
2016,2,Potato,Alluvial,Maharashtra,Rabi,1344.17,2.39,High,Medium,Harvest,Mancozeb
2017,7,Tomato,Sandy,Rajasthan,Kharif,1136.6,2.43,Medium,High,Harvest,Mancozeb
2021,12,Tomato,Sandy,Chhattisgarh,Rabi,1642.78,12.5,High,Medium,Growth,Mancozeb
2025,4,Potato,Laterite,Rajasthan,Zaid,1019.17,12.97,Low,High,Growth,Mancozeb
2025,4,Tomato,Black,West Bengal,Zaid,1262.03,14.94,High,Low,Sowing,Mancozeb
2019,4,Tomato,Alluvial,Karnataka,Zaid,1640.61,8.56,Medium,Medium,Growth,Mancozeb
2020,7,Tomato,Sandy,Haryana,Kharif,1241.6,18.92,High,Low,Harvest,Mancozeb
2018,11,Tomato,Alluvial,Karnataka,Rabi,1292.84,14.66,Medium,Medium,Harvest,Mancozeb
2019,12,Potato,Laterite,Andhra Pradesh,Rabi,1067.38,14.56,Medium,High,Harvest,Mancozeb
2022,5,Tomato,Red,Maharashtra,Zaid,978.31,14.97,Medium,Medium,Growth,Mancozeb
2018,4,Potato,Red,Odisha,Zaid,1588.84,2.05,Low,High,Growth,Mancozeb
2019,11,Tomato,Red,Bihar,Rabi,1610.76,16.06,High,Low,Growth,Mancozeb
2024,8,Potato,Alluvial,Rajasthan,Kharif,824.27,18.51,Medium,Medium,Sowing,Mancozeb
2019,3,Rice,Laterite,Assam,Zaid,429.07,10.29,High,Medium,Sowing,Seaweed Extract
2017,8,Rice,Laterite,Andhra Pradesh,Zaid,1936.6,1.68,High,Medium,Harvest,Seaweed Extract
2021,4,Rice,Red,Kerala,Zaid,575.2,18.47,Low,Medium,Harvest,Seaweed Extract
2024,9,Rice,Black,Bihar,Zaid,1748.72,11.14,Low,Medium,Growth,Seaweed Extract
2019,8,Rice,Black,Uttar Pradesh,Zaid,1633.63,1.28,High,Medium,Sowing,Seaweed Extract
2017,12,Rice,Laterite,Chhattisgarh,Zaid,268.94,14.07,Low,Medium,Harvest,Seaweed Extract
2018,10,Rice,Sandy,Telangana,Zaid,1587.25,9.53,High,Medium,Growth,Seaweed Extract
2016,6,Rice,Red,Assam,Zaid,856.64,2.01,High,Medium,Growth,Seaweed Extract
2016,4,Rice,Laterite,Telangana,Zaid,489.3,14.92,Low,Medium,Sowing,Seaweed Extract
2025,5,Rice,Alluvial,Punjab,Zaid,385.99,17.72,High,Medium,Sowing,Seaweed Extract
2024,7,Rice,Alluvial,Punjab,Zaid,1684.95,5.92,Low,Medium,Sowing,Seaweed Extract
2017,2,Rice,Red,Karnataka,Zaid,187.8,6.05,Low,Medium,Sowing,Seaweed Extract
2024,3,Rice,Red,Jharkhand,Zaid,94.67,9.37,High,Medium,Growth,Seaweed Extract
2021,5,Rice,Alluvial,Chhattisgarh,Zaid,315.24,6.72,High,Medium,Harvest,Seaweed Extract
2017,3,Rice,Alluvial,Madhya Pradesh,Zaid,94.35,3.95,Medium,Medium,Harvest,Seaweed Extract
2019,6,Rice,Sandy,Karnataka,Zaid,889.69,2.53,Medium,Medium,Growth,Seaweed Extract
2019,5,Rice,Alluvial,Karnataka,Zaid,687.34,12.73,Low,Medium,Sowing,Seaweed Extract
2024,4,Rice,Sandy,Maharashtra,Zaid,425.27,17.59,High,Medium,Harvest,Seaweed Extract
2025,5,Rice,Sandy,Jharkhand,Zaid,758.65,14.33,Low,Medium,Harvest,Seaweed Extract
2020,8,Rice,Laterite,Punjab,Zaid,990.9,0.81,Medium,Medium,Harvest,Seaweed Extract
2018,12,Rice,Alluvial,Jharkhand,Zaid,171.5,2.58,High,Medium,Sowing,Seaweed Extract
2020,12,Rice,Red,Maharashtra,Zaid,425.72,19.35,Medium,Medium,Harvest,Seaweed Extract
2017,1,Rice,Black,West Bengal,Zaid,469.06,1.97,Low,Medium,Harvest,Seaweed Extract
2022,4,Rice,Laterite,Madhya Pradesh,Zaid,279.25,4.63,High,Medium,Harvest,Seaweed Extract
2023,8,Rice,Sandy,Madhya Pradesh,Zaid,1093.64,15.91,Medium,Medium,Growth,Seaweed Extract
2022,3,Rice,Sandy,Maharashtra,Zaid,260.07,8.73,High,Medium,Harvest,Seaweed Extract
2025,5,Rice,Alluvial,Andhra Pradesh,Zaid,225.92,8.13,Low,Medium,Sowing,Seaweed Extract
2022,1,Rice,Laterite,Punjab,Zaid,225.83,10.77,Low,Medium,Sowing,Seaweed Extract
2025,9,Rice,Laterite,Madhya Pradesh,Zaid,922.39,17.38,Medium,Medium,Sowing,Seaweed Extract
2020,7,Rice,Alluvial,Punjab,Zaid,606.47,11.74,Low,Medium,Growth,Seaweed Extract
2018,3,Rice,Alluvial,Maharashtra,Zaid,488.35,0.81,Low,Medium,Growth,Seaweed Extract
2022,11,Rice,Alluvial,West Bengal,Zaid,100.14,5.08,High,Medium,Sowing,Seaweed Extract
2022,4,Rice,Alluvial,Bihar,Zaid,486.08,13.92,Low,Medium,Sowing,Seaweed Extract
2020,7,Rice,Black,Haryana,Zaid,718.22,18.38,Low,Medium,Sowing,Seaweed Extract
2016,4,Rice,Red,Madhya Pradesh,Zaid,584.57,10.24,High,Medium,Growth,Seaweed Extract
2017,9,Rice,Laterite,Karnataka,Zaid,812.22,12.34,Low,Medium,Sowing,Seaweed Extract
2025,1,Rice,Alluvial,Chhattisgarh,Zaid,399.9,7.79,High,Medium,Growth,Seaweed Extract
2017,11,Rice,Alluvial,Jharkhand,Zaid,250.63,12.54,High,Medium,Sowing,Seaweed Extract
2025,3,Rice,Sandy,Rajasthan,Zaid,94.68,13.09,High,Medium,Sowing,Seaweed Extract
2021,11,Rice,Red,Haryana,Zaid,287.9,16.1,Medium,Medium,Growth,Seaweed Extract
2017,1,Rice,Black,Bihar,Zaid,134.31,3.01,High,Medium,Sowing,Seaweed Extract
2025,4,Rice,Sandy,Rajasthan,Zaid,792.88,11.3,Medium,Medium,Growth,Seaweed Extract
2024,1,Rice,Black,Maharashtra,Zaid,115.71,15.3,Low,Medium,Harvest,Seaweed Extract
2025,1,Rice,Black,Andhra Pradesh,Zaid,282.74,4.27,Medium,Medium,Growth,Seaweed Extract
2023,1,Rice,Black,Assam,Zaid,344.05,1.94,Medium,Medium,Harvest,Seaweed Extract
2023,4,Rice,Laterite,West Bengal,Zaid,209.81,7.77,Low,Medium,Growth,Seaweed Extract
2020,4,Rice,Black,Karnataka,Zaid,485.36,15.78,Low,Medium,Growth,Seaweed Extract
2024,3,Rice,Alluvial,Madhya Pradesh,Zaid,393.78,8.63,Medium,Medium,Harvest,Seaweed Extract
2018,12,Rice,Red,Rajasthan,Zaid,89.97,1.92,Low,Medium,Sowing,Seaweed Extract
2022,3,Rice,Alluvial,West Bengal,Zaid,375.46,8.68,Medium,Medium,Harvest,Seaweed Extract
2022,7,Rice,Laterite,Madhya Pradesh,Zaid,759.68,2.36,Medium,Medium,Harvest,Seaweed Extract
2016,8,Rice,Alluvial,Assam,Zaid,1771.27,2.68,Medium,Medium,Harvest,Seaweed Extract
2023,2,Rice,Red,Rajasthan,Zaid,307.74,8.28,Medium,Medium,Sowing,Seaweed Extract
2019,10,Rice,Black,Tamil Nadu,Zaid,968.41,16.66,Medium,Medium,Growth,Seaweed Extract
2024,8,Rice,Red,Andhra Pradesh,Zaid,1057.49,18.81,High,Medium,Growth,Seaweed Extract
2023,1,Rice,Black,Karnataka,Zaid,450.0,4.38,Medium,Medium,Growth,Seaweed Extract
2020,10,Rice,Black,Odisha,Zaid,750.55,2.76,Low,Medium,Growth,Seaweed Extract
2018,10,Rice,Sandy,Andhra Pradesh,Zaid,659.48,1.8,Medium,Medium,Growth,Seaweed Extract
2019,10,Rice,Sandy,Maharashtra,Zaid,1492.73,10.46,Low,Medium,Growth,Seaweed Extract
2024,5,Rice,Red,Jharkhand,Zaid,586.43,6.15,High,Medium,Growth,Seaweed Extract
2022,10,Rice,Black,Gujarat,Zaid,933.0,3.21,High,Medium,Growth,Seaweed Extract
2022,11,Rice,Black,Maharashtra,Zaid,115.09,6.93,Low,Medium,Sowing,Seaweed Extract
2019,9,Rice,Alluvial,Kerala,Zaid,1302.54,14.46,Medium,Medium,Sowing,Seaweed Extract
2023,12,Rice,Laterite,Odisha,Zaid,356.52,2.22,Low,Medium,Sowing,Seaweed Extract
2023,7,Rice,Sandy,Assam,Zaid,1002.61,3.88,Low,Medium,Sowing,Seaweed Extract
2019,11,Rice,Alluvial,Punjab,Zaid,219.35,3.69,Medium,Medium,Sowing,Seaweed Extract
2025,12,Rice,Sandy,Karnataka,Zaid,316.21,12.38,High,Medium,Harvest,Seaweed Extract
2025,11,Rice,Black,West Bengal,Zaid,105.56,6.59,High,Medium,Harvest,Seaweed Extract
2020,10,Rice,Black,Assam,Zaid,1530.97,17.33,High,Medium,Harvest,Seaweed Extract
2025,7,Rice,Sandy,Tamil Nadu,Zaid,1350.1,2.88,Low,Medium,Harvest,Seaweed Extract
2023,2,Rice,Sandy,Haryana,Zaid,394.86,9.65,Medium,Medium,Sowing,Seaweed Extract
2018,4,Rice,Sandy,Tamil Nadu,Zaid,305.96,3.26,High,Medium,Sowing,Seaweed Extract
2021,2,Rice,Alluvial,Haryana,Zaid,179.33,13.27,Medium,Medium,Growth,Seaweed Extract
2018,6,Rice,Sandy,Madhya Pradesh,Zaid,1977.42,4.7,Medium,Medium,Growth,Seaweed Extract
2017,12,Rice,Laterite,West Bengal,Zaid,304.26,9.66,High,Medium,Harvest,Seaweed Extract
2021,9,Rice,Red,West Bengal,Zaid,1597.21,18.92,Medium,Medium,Growth,Seaweed Extract
2025,11,Rice,Laterite,Rajasthan,Zaid,263.67,2.89,High,Medium,Sowing,Seaweed Extract
2018,2,Rice,Black,Kerala,Zaid,470.25,3.28,Medium,Medium,Growth,Seaweed Extract
2019,4,Rice,Alluvial,Chhattisgarh,Zaid,276.2,11.06,High,Medium,Harvest,Seaweed Extract
2023,5,Rice,Laterite,Gujarat,Zaid,261.05,15.56,High,Medium,Growth,Seaweed Extract
2020,12,Rice,Laterite,Telangana,Zaid,378.6,7.59,Low,Medium,Harvest,Seaweed Extract
2024,6,Rice,Red,Kerala,Zaid,1956.62,12.05,High,Medium,Harvest,Seaweed Extract
2017,3,Rice,Laterite,Uttar Pradesh,Zaid,394.86,16.0,Low,Medium,Sowing,Seaweed Extract
2016,11,Rice,Alluvial,Odisha,Zaid,466.09,1.83,High,Medium,Sowing,Seaweed Extract
2024,3,Rice,Red,Jharkhand,Zaid,475.97,14.0,Low,Medium,Growth,Seaweed Extract
2016,11,Rice,Red,Odisha,Zaid,431.05,0.83,Medium,Medium,Sowing,Seaweed Extract
2019,12,Rice,Sandy,Haryana,Zaid,441.03,18.73,Medium,Medium,Sowing,Seaweed Extract
2021,12,Rice,Alluvial,Haryana,Zaid,421.13,13.39,Medium,Medium,Growth,Seaweed Extract
2023,2,Rice,Black,Madhya Pradesh,Zaid,296.65,3.42,Medium,Medium,Harvest,Seaweed Extract
2024,3,Rice,Black,Punjab,Zaid,330.36,5.48,Medium,Medium,Harvest,Seaweed Extract
2025,9,Rice,Red,Odisha,Zaid,1483.71,12.08,Low,Medium,Sowing,Seaweed Extract
2020,5,Rice,Laterite,Punjab,Zaid,796.41,14.59,High,Medium,Sowing,Seaweed Extract
2023,9,Rice,Sandy,Uttar Pradesh,Zaid,1658.51,2.92,Medium,Medium,Sowing,Seaweed Extract
2025,3,Rice,Sandy,Tamil Nadu,Zaid,133.68,14.33,Low,Medium,Harvest,Seaweed Extract
2024,11,Rice,Laterite,Maharashtra,Zaid,298.12,19.64,Medium,Medium,Growth,Seaweed Extract
2021,7,Rice,Laterite,Jharkhand,Zaid,780.43,11.91,High,Medium,Sowing,Seaweed Extract
2022,9,Rice,Laterite,Tamil Nadu,Zaid,1714.57,16.9,High,Medium,Sowing,Seaweed Extract
2021,3,Rice,Laterite,Andhra Pradesh,Zaid,265.11,5.75,High,Medium,Growth,Seaweed Extract
2018,12,Rice,Red,Tamil Nadu,Zaid,96.4,6.99,Low,Medium,Sowing,Seaweed Extract
2020,9,Rice,Laterite,Uttar Pradesh,Zaid,647.7,2.39,High,Medium,Growth,Seaweed Extract
2018,10,Rice,Black,Rajasthan,Zaid,1786.27,14.24,Medium,Medium,Sowing,Seaweed Extract
2022,3,Rice,Red,Jharkhand,Zaid,340.25,10.35,Low,Medium,Sowing,Seaweed Extract
2025,9,Rice,Black,Kerala,Zaid,1241.67,10.07,Low,Medium,Sowing,Seaweed Extract
2018,5,Rice,Sandy,Uttar Pradesh,Zaid,760.59,16.02,Medium,Medium,Sowing,Seaweed Extract
2024,5,Rice,Red,Maharashtra,Zaid,768.68,3.33,Low,Medium,Harvest,Seaweed Extract
2018,4,Rice,Red,Rajasthan,Zaid,465.93,8.17,Medium,Medium,Sowing,Seaweed Extract
2021,1,Rice,Alluvial,Rajasthan,Zaid,440.83,16.12,Medium,Medium,Sowing,Seaweed Extract
2024,7,Rice,Laterite,Madhya Pradesh,Zaid,1950.12,5.48,High,Medium,Growth,Seaweed Extract
2021,12,Rice,Alluvial,Telangana,Zaid,227.85,10.32,Low,Medium,Growth,Seaweed Extract
2016,1,Rice,Red,Telangana,Zaid,52.36,19.07,High,Medium,Sowing,Seaweed Extract
2016,8,Rice,Black,Andhra Pradesh,Zaid,1814.66,18.96,Medium,Medium,Growth,Seaweed Extract
2022,5,Rice,Alluvial,Haryana,Zaid,297.17,19.56,High,Medium,Sowing,Seaweed Extract
2025,11,Rice,Black,Madhya Pradesh,Zaid,209.14,17.51,Medium,Medium,Growth,Seaweed Extract
2019,5,Rice,Laterite,Jharkhand,Zaid,262.56,8.03,Medium,Medium,Sowing,Seaweed Extract
2019,10,Rice,Black,Maharashtra,Zaid,636.11,8.5,Low,Medium,Sowing,Seaweed Extract
2018,6,Rice,Black,Punjab,Zaid,890.21,16.76,Low,Medium,Sowing,Seaweed Extract
2017,5,Rice,Black,Telangana,Zaid,610.07,8.55,High,Medium,Growth,Seaweed Extract
2023,7,Rice,Sandy,Chhattisgarh,Zaid,1636.39,15.18,High,Medium,Harvest,Seaweed Extract
2020,3,Rice,Laterite,Maharashtra,Zaid,88.35,15.35,Medium,Medium,Harvest,Seaweed Extract
2023,10,Rice,Black,Tamil Nadu,Zaid,1864.18,18.54,Medium,Medium,Sowing,Seaweed Extract
2021,9,Rice,Laterite,Andhra Pradesh,Zaid,1893.95,16.46,Medium,Medium,Sowing,Seaweed Extract
2025,8,Rice,Alluvial,Andhra Pradesh,Zaid,883.97,17.68,High,Medium,Sowing,Seaweed Extract
2023,8,Rice,Sandy,Bihar,Zaid,1640.62,16.59,Medium,Medium,Harvest,Seaweed Extract
2020,1,Rice,Laterite,Maharashtra,Zaid,316.99,6.68,Medium,Medium,Growth,Seaweed Extract
2021,5,Rice,Alluvial,Kerala,Zaid,230.52,13.59,High,Medium,Sowing,Seaweed Extract
2021,9,Rice,Black,Maharashtra,Zaid,1041.2,10.78,Medium,Medium,Harvest,Seaweed Extract
2025,9,Rice,Red,Telangana,Zaid,1942.1,5.26,Medium,Medium,Growth,Seaweed Extract
2025,4,Rice,Red,Telangana,Zaid,696.59,2.0,Medium,Medium,Sowing,Seaweed Extract
2025,9,Rice,Laterite,Karnataka,Zaid,1289.03,15.95,Medium,Medium,Growth,Seaweed Extract
2016,1,Rice,Black,Maharashtra,Zaid,257.26,15.44,Low,Medium,Growth,Seaweed Extract
2017,4,Rice,Red,Maharashtra,Zaid,269.78,18.19,High,Medium,Growth,Seaweed Extract
2018,5,Rice,Laterite,Uttar Pradesh,Zaid,670.81,3.39,Medium,Medium,Harvest,Seaweed Extract
2024,10,Rice,Laterite,Rajasthan,Zaid,954.85,6.16,Low,Medium,Growth,Seaweed Extract
2023,8,Rice,Red,Maharashtra,Zaid,1592.12,12.4,Medium,Medium,Sowing,Seaweed Extract
2019,2,Rice,Sandy,Andhra Pradesh,Zaid,329.43,1.7,Low,Medium,Sowing,Seaweed Extract
2016,7,Rice,Laterite,Haryana,Zaid,1535.31,8.49,Medium,Medium,Growth,Seaweed Extract
2019,2,Rice,Black,Maharashtra,Zaid,314.0,4.99,Medium,Medium,Growth,Seaweed Extract
2021,3,Rice,Alluvial,Telangana,Zaid,325.45,18.88,Medium,Medium,Harvest,Seaweed Extract
2024,11,Rice,Alluvial,Odisha,Zaid,360.92,13.57,Low,Medium,Sowing,Seaweed Extract
2016,12,Rice,Red,Madhya Pradesh,Zaid,203.01,16.22,High,Medium,Harvest,Seaweed Extract
2022,2,Rice,Alluvial,Karnataka,Zaid,225.75,19.27,Low,Medium,Sowing,Seaweed Extract
2019,7,Rice,Alluvial,Bihar,Zaid,797.19,18.06,Medium,Medium,Growth,Seaweed Extract
2020,8,Rice,Alluvial,Karnataka,Zaid,1459.17,13.13,Low,Medium,Growth,Seaweed Extract
2023,11,Rice,Sandy,Madhya Pradesh,Zaid,105.11,16.78,Low,Medium,Sowing,Seaweed Extract
2017,10,Rice,Alluvial,Odisha,Zaid,1470.33,14.51,High,Medium,Growth,Seaweed Extract
2020,4,Rice,Red,Punjab,Zaid,439.94,9.83,High,Medium,Growth,Seaweed Extract
2020,5,Rice,Alluvial,Bihar,Zaid,435.33,17.93,High,Medium,Sowing,Seaweed Extract
2016,4,Rice,Laterite,Bihar,Zaid,593.23,19.27,Low,Medium,Sowing,Seaweed Extract
2019,10,Rice,Red,Jharkhand,Zaid,956.23,6.37,High,Medium,Sowing,Seaweed Extract
2021,11,Rice,Red,Bihar,Zaid,349.76,1.5,Medium,Medium,Harvest,Seaweed Extract
2016,5,Rice,Black,Tamil Nadu,Zaid,474.84,10.51,High,Medium,Harvest,Seaweed Extract
2017,5,Rice,Alluvial,Maharashtra,Zaid,365.63,9.31,High,Medium,Sowing,Seaweed Extract
2019,11,Rice,Red,Madhya Pradesh,Zaid,423.45,2.61,Low,Medium,Sowing,Seaweed Extract
2017,1,Rice,Black,Maharashtra,Zaid,214.28,6.5,High,Medium,Harvest,Seaweed Extract
2018,1,Rice,Black,Madhya Pradesh,Zaid,162.33,1.35,Medium,Medium,Growth,Seaweed Extract
2021,9,Rice,Sandy,Odisha,Zaid,1166.49,14.91,High,Medium,Sowing,Seaweed Extract
2022,7,Rice,Red,Punjab,Zaid,1665.68,9.66,Medium,Medium,Growth,Seaweed Extract
2021,9,Rice,Laterite,Kerala,Zaid,1747.51,1.03,High,Medium,Sowing,Seaweed Extract
2019,3,Rice,Laterite,Punjab,Zaid,443.25,8.35,High,Medium,Harvest,Seaweed Extract
2021,4,Rice,Alluvial,West Bengal,Zaid,741.76,4.18,Low,Medium,Harvest,Seaweed Extract
2022,2,Rice,Laterite,Telangana,Zaid,107.3,8.75,High,Medium,Harvest,Seaweed Extract
2016,6,Rice,Red,Assam,Zaid,729.07,15.12,High,Medium,Growth,Seaweed Extract
2022,1,Rice,Black,Bihar,Zaid,184.44,8.35,High,Medium,Growth,Seaweed Extract
2023,9,Rice,Alluvial,Madhya Pradesh,Zaid,1867.6,5.89,Medium,Medium,Growth,Seaweed Extract
2020,11,Rice,Alluvial,Tamil Nadu,Zaid,288.14,4.2,Low,Medium,Sowing,Seaweed Extract
2021,12,Rice,Laterite,Maharashtra,Zaid,467.03,19.83,Low,Medium,Sowing,Seaweed Extract
2025,1,Rice,Red,West Bengal,Zaid,174.18,11.96,Low,Medium,Growth,Seaweed Extract
2025,8,Rice,Sandy,Jharkhand,Zaid,1980.15,19.66,Low,Medium,Growth,Seaweed Extract
2023,5,Rice,Black,Jharkhand,Zaid,473.42,8.57,High,Medium,Growth,Seaweed Extract
2025,11,Rice,Sandy,Bihar,Zaid,420.21,19.98,Low,Medium,Sowing,Seaweed Extract
2024,4,Rice,Alluvial,Chhattisgarh,Zaid,619.43,19.12,Medium,Medium,Sowing,Seaweed Extract
2020,6,Rice,Red,Rajasthan,Zaid,1158.85,17.27,High,Medium,Harvest,Seaweed Extract
2023,10,Rice,Sandy,Madhya Pradesh,Zaid,1700.79,19.2,Low,Medium,Sowing,Seaweed Extract
2016,12,Rice,Red,Odisha,Zaid,270.27,13.67,High,Medium,Harvest,Seaweed Extract
2019,3,Rice,Alluvial,Telangana,Zaid,241.9,15.5,Medium,Medium,Growth,Seaweed Extract
2020,5,Rice,Sandy,Telangana,Zaid,490.26,6.24,High,Medium,Growth,Seaweed Extract
2016,3,Rice,Sandy,Gujarat,Zaid,63.16,12.43,High,Medium,Growth,Seaweed Extract
2016,12,Rice,Alluvial,West Bengal,Zaid,170.85,8.66,Medium,Medium,Sowing,Seaweed Extract
2022,6,Rice,Laterite,Uttar Pradesh,Zaid,1675.01,4.18,Low,Medium,Harvest,Seaweed Extract
2019,9,Rice,Laterite,Telangana,Zaid,1997.69,14.94,High,Medium,Harvest,Seaweed Extract
2020,12,Rice,Black,Odisha,Zaid,52.29,3.62,Low,Medium,Harvest,Seaweed Extract
2023,11,Rice,Laterite,Gujarat,Zaid,460.73,9.9,High,Medium,Growth,Seaweed Extract
2018,9,Rice,Black,West Bengal,Zaid,1537.83,16.6,Low,Medium,Harvest,Seaweed Extract
2016,5,Rice,Sandy,Punjab,Zaid,547.07,9.73,Medium,Medium,Growth,Seaweed Extract
2021,3,Rice,Red,Telangana,Zaid,178.58,17.11,High,Medium,Sowing,Seaweed Extract
2021,8,Rice,Sandy,Telangana,Zaid,1566.74,17.92,Medium,Medium,Sowing,Seaweed Extract
2020,4,Rice,Black,Karnataka,Zaid,689.59,19.53,High,Medium,Growth,Seaweed Extract
2021,12,Rice,Red,Jharkhand,Zaid,275.49,8.68,Medium,Medium,Harvest,Seaweed Extract
2025,6,Rice,Alluvial,Kerala,Zaid,1664.05,8.23,Medium,Medium,Sowing,Seaweed Extract
2021,11,Rice,Black,Chhattisgarh,Zaid,86.31,2.3,Low,Medium,Growth,Seaweed Extract
2020,10,Rice,Black,Madhya Pradesh,Zaid,1620.55,7.62,Low,Medium,Sowing,Seaweed Extract
2022,11,Rice,Laterite,Karnataka,Zaid,203.87,7.33,High,Medium,Harvest,Seaweed Extract
2025,6,Rice,Alluvial,Haryana,Zaid,760.66,14.02,Low,Medium,Sowing,Seaweed Extract
2024,6,Rice,Laterite,Chhattisgarh,Zaid,1285.73,9.24,Medium,Medium,Growth,Seaweed Extract
2021,1,Rice,Sandy,Rajasthan,Zaid,193.36,18.18,Low,Medium,Growth,Seaweed Extract
2020,7,Rice,Black,Maharashtra,Zaid,1070.01,4.02,High,Medium,Sowing,Seaweed Extract
2023,5,Rice,Laterite,Odisha,Zaid,398.69,0.55,Low,Medium,Growth,Seaweed Extract
2018,3,Rice,Alluvial,Punjab,Zaid,60.81,3.61,Low,Medium,Growth,Seaweed Extract
2022,7,Rice,Red,Rajasthan,Zaid,873.34,12.34,High,Medium,Growth,Seaweed Extract
2023,11,Rice,Sandy,Gujarat,Zaid,56.19,5.64,Medium,Medium,Harvest,Seaweed Extract
2019,4,Rice,Red,Chhattisgarh,Zaid,436.82,16.5,Medium,Medium,Sowing,Seaweed Extract
2019,2,Rice,Alluvial,Bihar,Zaid,250.65,19.49,High,Medium,Sowing,Seaweed Extract
2023,11,Rice,Black,Haryana,Zaid,275.06,14.53,Medium,Medium,Harvest,Seaweed Extract
2022,8,Rice,Black,Telangana,Zaid,1306.54,11.83,Low,Medium,Sowing,Seaweed Extract
2023,12,Rice,Alluvial,Maharashtra,Zaid,202.88,5.3,Medium,Medium,Harvest,Seaweed Extract
2017,12,Rice,Sandy,Uttar Pradesh,Zaid,453.71,18.37,Low,Medium,Sowing,Seaweed Extract
2025,7,Rice,Red,Chhattisgarh,Zaid,1082.31,16.65,High,Medium,Harvest,Seaweed Extract
2017,9,Rice,Black,Chhattisgarh,Zaid,666.84,3.75,High,Medium,Sowing,Seaweed Extract
2022,4,Rice,Laterite,Uttar Pradesh,Zaid,650.55,10.27,Medium,Medium,Harvest,Seaweed Extract
2022,4,Rice,Red,Haryana,Zaid,623.85,6.32,Medium,Medium,Harvest,Seaweed Extract
2017,11,Rice,Alluvial,Chhattisgarh,Zaid,185.55,10.49,High,Medium,Growth,Seaweed Extract
2018,5,Rice,Sandy,Gujarat,Zaid,509.67,8.14,Medium,Medium,Sowing,Seaweed Extract
2021,8,Rice,Sandy,Chhattisgarh,Zaid,922.91,14.02,High,Medium,Growth,Seaweed Extract
2021,5,Rice,Sandy,Odisha,Zaid,445.7,9.44,High,Medium,Harvest,Seaweed Extract
2018,4,Rice,Laterite,Maharashtra,Zaid,631.19,17.61,Low,Medium,Growth,Seaweed Extract
2018,8,Rice,Sandy,Bihar,Zaid,774.81,12.3,Low,Medium,Harvest,Seaweed Extract
2016,1,Rice,Alluvial,Kerala,Zaid,103.75,3.16,Low,Medium,Sowing,Seaweed Extract
2024,1,Rice,Laterite,Rajasthan,Zaid,237.12,18.18,High,Medium,Sowing,Seaweed Extract
2018,2,Rice,Laterite,Madhya Pradesh,Zaid,303.46,0.72,Low,Medium,Sowing,Seaweed Extract
2017,7,Rice,Sandy,Andhra Pradesh,Zaid,686.78,1.36,Low,Medium,Growth,Seaweed Extract
2018,4,Rice,Red,Odisha,Zaid,316.69,19.78,High,Medium,Growth,Seaweed Extract
2017,11,Rice,Black,Haryana,Zaid,115.43,13.0,High,Medium,Growth,Seaweed Extract
2023,7,Rice,Sandy,Madhya Pradesh,Zaid,1788.65,9.54,Medium,Medium,Harvest,Seaweed Extract
2016,8,Rice,Laterite,Bihar,Zaid,1308.47,6.56,Low,Medium,Growth,Seaweed Extract
2020,12,Rice,Red,Andhra Pradesh,Zaid,166.66,4.41,Low,Medium,Growth,Seaweed Extract
2016,5,Rice,Black,Madhya Pradesh,Zaid,319.65,4.9,Medium,Medium,Growth,Seaweed Extract
2021,4,Rice,Alluvial,West Bengal,Zaid,630.51,16.63,Medium,Medium,Harvest,Seaweed Extract
2022,1,Rice,Sandy,West Bengal,Zaid,243.6,13.68,Low,Medium,Harvest,Seaweed Extract
2016,8,Rice,Black,Andhra Pradesh,Zaid,1069.78,9.73,Medium,Medium,Harvest,Seaweed Extract
2025,11,Rice,Laterite,Karnataka,Zaid,411.35,8.93,Low,Medium,Sowing,Seaweed Extract
2019,4,Rice,Red,West Bengal,Zaid,490.99,11.99,High,Medium,Growth,Seaweed Extract
